CHROM	START	END	SNPS	S1.S4	S1.S7	S1.S10	S1.S2	S1.S5	S1.S8	S1.S11	S1.S3	S1.S6	S1.S9	S1.S12	S4.S7	S4.S10	S4.S2	S4.S5	S4.S8	S4.S11	S4.S3	S4.S6	S4.S9	S4.S12	S7.S10	S7.S2	S7.S5	S7.S8	S7.S11	S7.S3	S7.S6	S7.S9	S7.S12	S10.S2	S10.S5	S10.S8	S10.S11	S10.S3	S10.S6	S10.S9	S10.S12	S2.S5	S2.S8	S2.S11	S2.S3	S2.S6	S2.S9	S2.S12	S5.S8	S5.S11	S5.S3	S5.S6	S5.S9	S5.S12	S8.S11	S8.S3	S8.S6	S8.S9	S8.S12	S11.S3	S11.S6	S11.S9	S11.S12	S3.S6	S3.S9	S3.S12	S6.S9	S6.S12	S9.S12
5	3165030	3165030	1	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165032	3165032	1	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	-0.00490196	-0.00490196	-0.00490196	-0.00490196	-0.00490196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165036	3165036	1	NA	NA	NA	NA	-0.00628931	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	-0.01	NA	NA	NA	NA	NA	-0.00628931	NA	NA	-0.01	NA	NA	NA	NA	-0.00628931	NA	NA	-0.01	NA	NA	NA	-0.00628931	NA	NA	-0.01	NA	NA	NA	-0.00628931	-0.00628931	-0.0563282	-0.00628931	-0.00628931	-0.00628931	NA	-0.01	NA	NA	NA	-0.01	NA	NA	NA	-0.01	-0.01	-0.01	NA	NA	NA
5	3165038	3165038	1	NA	-0.015625	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.015625	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.015625	-0.015625	-0.015625	-0.015625	-0.0675009	-0.015625	-0.015625	-0.015625	-0.015625	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.0204082	-0.0204082	-0.0204082	-0.0204082	NA	NA	NA	NA	NA	NA
5	3165042	3165042	1	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165043	3165043	1	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	-0.01	NA	NA	NA	-0.01	NA	NA	NA	-0.01	-0.01	-0.01	NA	NA	NA
5	3165044	3165044	1	NA	NA	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	-0.00502513	NA	NA	NA	-0.00502513	NA	NA	-0.00502513	NA	NA	-0.00502513	-0.00502513	NA
5	3165048	3165048	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	-0.0104167	NA	NA	NA	-0.0104167	NA	NA	-0.0104167	NA	-0.0104167	-0.0104167
5	3165054	3165054	1	-0.0126582	NA	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0495266	-0.0126582	-0.0126582	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	-0.00502513	NA	NA	NA	-0.00502513	NA	NA	-0.00502513	NA	NA	-0.00502513	-0.00502513	NA
5	3165057	3165057	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	-0.0104167	NA	NA	NA	-0.0104167	NA	NA	-0.0104167	NA	-0.0104167	-0.0104167
5	3165059	3165059	1	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	-0.00628931	-0.00628931	-0.00628931	-0.00628931	-0.00628931	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165066	3165066	1	-0.0126582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165068	3165068	1	NA	NA	NA	NA	-0.00628931	NA	NA	NA	-0.00502513	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	-0.00502513	NA	NA	NA	NA	-0.00628931	NA	NA	NA	-0.00502513	NA	NA	NA	-0.00628931	NA	NA	NA	-0.00502513	NA	NA	-0.00628931	NA	NA	NA	-0.00502513	NA	NA	-0.00628931	-0.00628931	-0.00628931	-0.0410654	-0.00628931	-0.00628931	NA	NA	-0.00502513	NA	NA	NA	-0.00502513	NA	NA	-0.00502513	NA	NA	-0.00502513	-0.00502513	NA
5	3165073	3165073	1	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	-0.00628931	-0.00628931	-0.00628931	-0.00628931	-0.00628931	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165075	3165075	1	-0.142857	-0.142857	-0.151154	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	NA	-0.0555556	NA	NA	NA	NA	NA	NA	NA	NA	-0.0555556	NA	NA	NA	NA	NA	NA	NA	NA	-0.0555556	-0.0555556	-0.0555556	-0.0555556	-0.0555556	-0.0555556	-0.0555556	-0.0555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165079	3165079	1	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.0204082	-0.0204082	-0.0204082	-0.0204082	NA	NA	NA	NA	NA	NA
5	3165081	3165081	1	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.139525	-0.142857	-0.142857	-0.142857	-0.142857	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.0204082	-0.0204082	-0.0204082	-0.0204082	NA	NA	NA	NA	NA	NA
5	3165082	3165082	1	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165084	3165084	1	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	-0.00628931	-0.00628931	-0.00628931	-0.00628931	-0.00628931	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165085	3165085	1	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	-0.00490196	-0.00490196	-0.00490196	-0.00490196	-0.00490196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165091	3165091	1	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165092	3165092	1	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165096	3165096	1	-0.142857	-0.142857	-0.142857	-0.124905	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165099	3165099	1	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.0204082	-0.0204082	-0.0204082	-0.0204082	NA	NA	NA	NA	NA	NA
5	3165108	3165108	1	NA	NA	-0.0555556	NA	NA	NA	NA	NA	-0.00502513	-0.00338983	NA	NA	-0.0555556	NA	NA	NA	NA	NA	-0.00502513	-0.00338983	NA	-0.0555556	NA	NA	NA	NA	NA	-0.00502513	-0.00338983	NA	-0.0555556	-0.0555556	-0.0555556	-0.0555556	-0.0555556	-0.0581016	-0.0577388	-0.0555556	NA	NA	NA	NA	-0.00502513	-0.00338983	NA	NA	NA	NA	-0.00502513	-0.00338983	NA	NA	NA	-0.00502513	-0.00338983	NA	NA	-0.00502513	-0.00338983	NA	-0.00502513	-0.00338983	NA	-0.037463	-0.00502513	-0.00338983
5	3165109	3165109	1	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165114	3165114	1	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	-0.00628931	NA	NA	NA	NA	NA	NA	-0.00628931	-0.00628931	-0.00628931	-0.00628931	-0.00628931	-0.00628931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165117	3165117	1	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.0204082	NA	NA	NA	NA	-0.0204082	-0.0204082	-0.0204082	-0.0204082	NA	NA	NA	NA	NA	NA
5	3165118	3165118	1	-0.0126582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	-0.0126582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165120	3165120	1	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.142857	-0.0876126	-0.142857	NA	NA	NA	NA	NA	NA	NA	NA	-0.00338983	NA	NA	NA	NA	NA	NA	NA	NA	-0.00338983	NA	NA	NA	NA	NA	NA	NA	-0.00338983	NA	NA	NA	NA	NA	NA	-0.00338983	NA	NA	NA	NA	NA	-0.00338983	NA	NA	NA	NA	-0.00338983	NA	NA	NA	-0.00338983	NA	NA	-0.00338983	NA	-0.00338983	NA	-0.00338983
5	3165123	3165123	1	NA	NA	-0.0555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0555556	NA	NA	NA	NA	NA	NA	NA	NA	-0.0555556	NA	NA	NA	NA	NA	NA	NA	NA	-0.0555556	-0.0555556	-0.0555556	-0.0555556	-0.0555556	-0.0555556	-0.0555556	-0.0555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165126	3165126	1	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	-0.01	NA	NA	NA	-0.01	NA	NA	NA	-0.01	-0.01	-0.01	NA	NA	NA
5	3165127	3165127	1	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	-0.01	NA	NA	NA	-0.01	NA	NA	NA	-0.01	-0.01	-0.01	NA	NA	NA
5	3165128	3165128	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	NA	-0.0104167	NA	NA	NA	NA	-0.0104167	NA	NA	NA	-0.0104167	NA	NA	-0.0104167	NA	-0.0104167	-0.0104167
5	3165130	3165130	1	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	-0.00490196	NA	NA	NA	NA	NA	-0.00490196	-0.00490196	-0.00490196	-0.00490196	-0.00490196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165131	3165131	1	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	-0.01	NA	NA	NA	-0.01	NA	NA	NA	-0.01	-0.01	-0.01	NA	NA	NA
5	3165132	3165132	1	NA	0.0151515	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	0.0151515	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	0.0151515	0.0151515	0.0151515	0.0151515	0.0151515	0.0151515	-0.0221501	0.0151515	0.0151515	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	NA	-0.00502513	NA	NA	NA	NA	-0.00502513	NA	NA	NA	-0.00502513	NA	NA	-0.00502513	NA	NA	-0.00502513	-0.00502513	NA
5	3165134	3165134	1	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	NA	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165138	3165138	1	NA	-0.015625	NA	NA	NA	NA	NA	NA	NA	-0.00338983	NA	-0.015625	NA	NA	NA	NA	NA	NA	NA	-0.00338983	NA	-0.015625	-0.015625	-0.015625	-0.015625	-0.015625	-0.015625	-0.015625	-0.0430523	-0.015625	NA	NA	NA	NA	NA	NA	-0.00338983	NA	NA	NA	NA	NA	NA	-0.00338983	NA	NA	NA	NA	NA	-0.00338983	NA	NA	NA	NA	-0.00338983	NA	NA	NA	-0.00338983	NA	NA	-0.00338983	NA	-0.00338983	NA	-0.00338983
5	3165139	3165139	1	NA	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	0.0232639	NA	NA	-0.0147059	NA	NA	NA	NA	NA	NA	0.0232639	NA	-0.0147059	NA	NA	NA	NA	NA	NA	0.0232639	-0.0147059	NA	NA	NA	NA	NA	NA	0.0232639	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0147059	-0.0338598	NA	NA	NA	NA	NA	0.0232639	NA	NA	NA	NA	0.0232639	NA	NA	NA	0.0232639	NA	NA	0.0232639	NA	0.0232639	0.0232639
